calle;calleClean;name;surname;fiabilidad;gender;category;typeofroad;wikipedia;done
Calle de la Ciudad de Ceuta;Ciudad Ceuta;Ciudad;Ceuta;0;Unknown;-;-;;TRUE
Calle de Argentina;Argentina;Argentina;;2;Unknown;-;-;;TRUE
Calle Sor María Jesús de Agreda;Sor María Jesús Agreda;Sor;María;2;Female;-;-;https://es.wikipedia.org/wiki/Mar%C3%ADa_de_Jes%C3%BAs_de_%C3%81greda;TRUE
Calle de Pablo Remacha;Pablo Remacha;Pablo;Remacha;-2;Male;-;-;;TRUE
Calle Pedro del Castillo;Pedro Castillo;Pedro;Castillo;-2;Male;-;-;;TRUE
Calle Marqués de Arlanza;Marqués Arlanza;Marqués;Arlanza;0;Unknown;-;-;;TRUE
Calle Dos de Enero;Dos Enero;Dos;Enero;0;Unknown;-;-;;TRUE
Calle de Raquel Meller;Raquel Meller;Raquel;Meller;2;Female;-;-;https://es.wikipedia.org/wiki/Raquel_Meller;TRUE
Calle de Gil Morlanes;Gil Morlanes;Gil;Morlanes;-2;Male;-;-;;TRUE
Calle Nobleza;Nobleza;Nobleza;;0;Unknown;-;-;;TRUE
Calle Alegría;Alegría;Alegría;;2;Unknown;-;-;;TRUE
Calle Ignacio Buera;Ignacio Buera;Ignacio;Buera;-2;Male;-;-;;TRUE
Calle de Luis Aula;Luis Aula;Luis;Aula;-2;Male;-;-;;TRUE
Calle Ramón Arribas Sánchez;Ramón Arribas Sánchez;Ramón;Arribas;-2;Male;-;-;;TRUE
Calle Gascón y Guimbao;Gascón y Guimbao;Gascón;y;0;Male;-;-;;TRUE
Calle José Galiay;José Galiay;José;Galiay;-2;Male;-;-;;TRUE
Calle de Martín Abanto;Martín Abanto;Martín;Abanto;-2;Male;-;-;;TRUE
Calle de D. Armando Palacio Valdés;D. Armando Palacio Valdés;D.;Armando;-2;Male;-;-;;TRUE
Calle de Valentín Zabala;Valentín Zabala;Valentín;Zabala;-2;Male;-;-;;TRUE
Calle Los Mayores de Aragón;Los Mayores Aragón;Los;Mayores;0;Unknown;-;-;;TRUE
Glorieta de la Selección Española de Fútbol; 'La Roja';Glorieta de la Selección Española de Fútbol; 'La Roja';Glorieta;de;0;Unknown;-;-;;TRUE
Andador de Emilio Arce;Andador de Emilio Arce;Andador;de;-2;Male;-;-;;TRUE
Andador de Antonio Aramburu;Andador de Antonio Aramburu;Andador;de;-2;Male;-;-;;TRUE
Calle de los Hermanos Machado;Hermanos Machado;Hermanos;Machado;0;Unknown;-;-;;TRUE
Calle de Vicente Blasco Ibáñez;Vicente Blasco Ibáñez;Vicente;Blasco;-2;Male;-;-;;TRUE
Camino del Junco;Junco;Junco;;0;Unknown;-;-;;TRUE
Plaza de José Pina;José Pina;José;Pina;-2;Male;-;-;;TRUE
Calle Nayim;Nayim;Nayim;;-2;Male;-;-;;TRUE
Calle Neptuno;Neptuno;Neptuno;;0;Unknown;-;-;;TRUE
Calle Vulcano;Vulcano;Vulcano;;0;Unknown;-;-;;TRUE
Calle Levante;Levante;Levante;;0;Unknown;-;-;;TRUE
Paseo de Tierno Galván;Tierno Galván;Tierno;Galván;0;Unknown;-;-;;TRUE
Calle de Lucas Mallada;Lucas Mallada;Lucas;Mallada;-2;Male;-;-;;TRUE
Calle de San Viator;San Viator;San;Viator;0;Unknown;-;-;;TRUE
Calle Palma de Mallorca;Palma Mallorca;Palma;Mallorca;2;Unknown;-;-;;TRUE
Calle de Miguel Vicente Basanta López;Miguel Vicente Basanta López;Miguel;Vicente;-2;Male;-;-;;TRUE
Calle de Larache;Larache;Larache;;0;Unknown;-;-;;TRUE
Calle de Juan XXII;Juan XXII;Juan;XXII;-2;Male;-;-;;TRUE
Calle de San Antonio de Padua;San Antonio de Padua;San;Antonio;-2;Male;-;-;;TRUE
Calle de Brasil;Brasil;Brasil;;0;Unknown;-;-;;TRUE
Calle de Valladolid;Valladolid;Valladolid;;0;Unknown;-;-;;TRUE
Andador de Pescara;Andador de Pescara;Andador;de;0;Unknown;-;-;;TRUE
Calle Emilio Pérez Vidal;Emilio Pérez Vidal;Emilio;Pérez;-2;Male;-;-;;TRUE
Calle de Pedrola;Pedrola;Pedrola;;0;Unknown;-;-;;TRUE
Calle Orense;Orense;Orense;;0;Unknown;-;-;;TRUE
Calle Sargento Juan Antonio Abril Sánchez;Sargento Juan Antonio Abril Sánchez;Sargento;Juan;-2;Male;-;-;;TRUE
Calle del Maestro Oudrid;Maestro Oudrid;Maestro;Oudrid;0;Unknown;-;-;;TRUE
Calle del Padre Elías del Limonar;Padre Elías del Limonar;Padre;Elías;-2;Male;-;-;;TRUE
Calle Teniente Coronel León Moyano;Teniente Coronel León Moyano;Teniente;Coronel;-2;Male;-;-;;TRUE
Plaza Gallur;Gallur;Gallur;;0;Unknown;-;-;;TRUE
Plaza de las Chinas;Chinas;Chinas;;0;Unknown;-;-;;TRUE
Calle San Eugenio;San Eugenio;San;Eugenio;-2;Male;-;-;;TRUE
Calle del Pensamiento;Pensamiento;Pensamiento;;0;Unknown;-;-;;TRUE
Calle de la Esmeralda;Esmeralda;Esmeralda;;2;Unknown;-;-;;TRUE
Calle Francisco Izquierdo Molins;Francisco Izquierdo Molins;Francisco;Izquierdo;-2;Male;-;-;;TRUE
Calle Zafiro;Zafiro;Zafiro;;0;Unknown;-;-;;TRUE
Calle de la Joya;Joya;Joya;;0;Unknown;-;-;;TRUE
Calle de la Perla;Perla;Perla;;2;Unknown;-;-;;TRUE
Plaza de Alcobendas;Alcobendas;Alcobendas;;0;Unknown;-;-;;TRUE
Calle de la Salud;Salud;Salud;;2;Unknown;-;-;;TRUE
Calle de Salvador Labastida;Salvador Labastida;Salvador;Labastida;-2;Male;-;-;;TRUE
Calle Zamora;Zamora;Zamora;;0;Unknown;-;-;;TRUE
Calle de Jose Luis Díez;Jose Luis Díez;Jose;Luis;-2;Male;-;-;;TRUE
Calle de Emilio Lasala;Emilio Lasala;Emilio;Lasala;-2;Male;-;-;;TRUE
Calle Consejo de Ciento;Consejo Ciento;Consejo;Ciento;2;Unknown;-;-;;TRUE
Calle Francisco Romero;Francisco Romero;Francisco;Romero;-2;Male;-;-;;TRUE
Calle Fernando Izquierdo;Fernando Izquierdo;Fernando;Izquierdo;-2;Male;-;-;;TRUE
Calle Ramón Magaña;Ramón Magaña;Ramón;Magaña;-2;Male;-;-;;TRUE
Calle Medina Albaida;Medina Albaida;Medina;Albaida;2;Unknown;-;-;;TRUE
Calle de Terranova;Terranova;Terranova;;0;Unknown;-;-;;TRUE
Calle del Alarife Marién de Marguán;Alarife Marién Marguán;Alarife;Marién;2;Female;-;-;https://es.wikipedia.org/wiki/Alarife_Mari%C3%A9n_de_Margu%C3%A1n;TRUE
Calle de Soleimán;Soleimán;Soleimán;;0;Unknown;-;-;;TRUE
Calle de Alhama de Aragón;Alhama de Aragón;Alhama;de;0;Unknown;-;-;;TRUE
Pasaje de las Cigüeñas;Cigüeñas;Cigüeñas;;0;Unknown;-;-;;TRUE
Calle Joaquín Guiral;Joaquín Guiral;Joaquín;Guiral;-2;Male;-;-;;TRUE
Calle de Bubierca;Bubierca;Bubierca;;0;Unknown;-;-;;TRUE
Calle Palacio de Larrinaga;Palacio Larrinaga;Palacio;Larrinaga;0;Unknown;-;-;;TRUE
Calle del Principado de Morea;Principado Morea;Principado;Morea;0;Unknown;-;-;;TRUE
Calle Félix Romeo Pescador;Félix Romeo Pescador;Félix;Romeo;-2;Male;-;-;;TRUE
Calle Padre Chaminade;Padre Chaminade;Padre;Chaminade;0;Unknown;-;-;;TRUE
Calle de Diego de Espés;Diego de Espés;Diego;de;-2;Male;-;-;;TRUE
Calle Enrique Calvo;Enrique Calvo;Enrique;Calvo;-2;Male;-;-;;TRUE
Calle Paulino Savirón;Paulino Savirón;Paulino;Savirón;-2;Male;-;-;;TRUE
Calle de Miguel Servet;Miguel Servet;Miguel;Servet;-2;Male;-;-;;TRUE
Calle Giesa;Giesa;Giesa;;0;Unknown;-;-;;TRUE
Calle del Ducado de Atenas;Ducado Atenas;Ducado;Atenas;0;Unknown;-;-;;TRUE
Tercer Cinturón;Tercer Cinturón;Tercer;Cinturón;0;Unknown;-;-;;TRUE
Calle Puebla de Híjar;Puebla Híjar;Puebla;Híjar;0;Unknown;-;-;;TRUE
Calle Langa del Castillo;Langa Castillo;Langa;Castillo;2;Unknown;-;-;;TRUE
Calle José Luis de la Natividad;José Luis Natividad;José;Luis;-2;Male;-;-;;TRUE
Calle Fernando Berbegal Sánchez;Fernando Berbegal Sánchez;Fernando;Berbegal;-2;Male;-;-;;TRUE
Calle Irineo Gracia Serrano;Irineo Gracia Serrano;Irineo;Gracia;-2;Male;-;-;;TRUE
Cochera Avanza Zaragoza;Cochera anza Zaragoza;Cochera;anza;2;Female;-;-;;TRUE
Calle del Rocío;Rocío;Rocío;;2;Unknown;-;-;;TRUE
Calle de Nuestra Señora del Villar;Nuestra Señora Villar;Nuestra;Señora;2;Female;-;-;https://es.wikipedia.org/w/index.php?title=Nuestra_Se%C3%B1ora_del_Villar&action=edit;TRUE
Calle Diamante;Diamante;Diamante;;0;Unknown;-;-;;TRUE
Calle Ágata;Ágata;Ágata;;2;Female;-;-;https://es.wikipedia.org/wiki/%C3%81gata_(esposa_de_Samuel_de_Bulgaria);TRUE
Calle Muza Ben Zeya;Muza BZeya;Muza;BZeya;0;Male;-;-;;TRUE
Calle Palacio Ducal;Palacio Ducal;Palacio;Ducal;0;Unknown;-;-;;TRUE
Calle Canaletto;Canaletto;Canaletto;;0;Male;-;-;;TRUE
Calle Vaporetto;Vaporetto;Vaporetto;;0;Unknown;-;-;;TRUE
Calle Piranesi;Piranesi;Piranesi;;0;Male;-;-;;TRUE
Avenida Policía Local;Policía Local;Policía;Local;0;Unknown;-;-;;TRUE
Calle León de Oro;León Oro;León;Oro;-2;Unknown;-;-;;TRUE
Calle Paolo Veronese;Paolo Veronese;Paolo;Veronese;-2;Male;-;-;;TRUE
Avenida Tiziano;Tiziano;Tiziano;;-2;Male;-;-;;TRUE
Avenida Puente de los Suspiros;Puente Suspiros;Puente;Suspiros;0;Unknown;-;-;;TRUE
Calle Tintoretto;Tintoretto;Tintoretto;;0;Male;-;-;;TRUE
Calle Cannaregio;Cannaregio;Cannaregio;;0;Unknown;-;-;;TRUE
Calle Puente de Rialto;Puente Rialto;Puente;Rialto;0;Unknown;-;-;;TRUE
Calle Café Florian;Café Florian;Café;Florian;-2;Male;-;-;;TRUE
Calle de Giovanni Battista Tiepolo;Giovanni Battista Tiepolo;Giovanni;Battista;-2;Male;-;-;;TRUE
Calle el Campanile;el Campanile;el;Campanile;0;Unknown;-;-;;TRUE
Calle Carnaval de Venecia;Carnaval Venecia;Carnaval;Venecia;2;Unknown;-;-;;TRUE
Calle Bienal del Arte;Bienal Arte;Bienal;Arte;0;Unknown;-;-;;TRUE
Calle La Vogalonga;La Vogalonga;La;Vogalonga;0;Unknown;-;-;;TRUE
Calle Carlo Scarpa;Carlo Scarpa;Carlo;Scarpa;-2;Male;-;-;;TRUE
Calle Gondoleros;Gondoleros;Gondoleros;;0;Unknown;-;-;;TRUE
Calle Andrea Palladio;Andrea Palladio;Andrea;Palladio;2;Male;-;-;;TRUE
Avenida de Puerto Venecia;Puerto Venecia;Puerto;Venecia;2;Unknown;-;-;;TRUE
Calle Teatro La Fenice;Teatro La Fenice;Teatro;La;0;Unknown;-;-;;TRUE
Calle Hugo Pratt;Hugo Pratt;Hugo;Pratt;-2;Male;-;-;;TRUE
Camino de San Antonio;San Antonio;San;Antonio;-2;Male;-;-;;TRUE
Camino San Antonio;San Antonio;San;Antonio;-2;Male;-;-;;TRUE
PUENTE SAN ANTONIO;PUENTE SAN ANTONIO;PUENTE;SAN;-2;Male;-;-;;TRUE
Urbanización Pinarcanal;Urbanización Pinarcanal;Urbanización;Pinarcanal;0;Unknown;-;-;;TRUE
Senda del Pirata;Senda del Pirata;Senda;del;2;Unknown;-;-;;TRUE
Sendero Scout;Scout;Scout;;0;Unknown;-;-;;TRUE
Senda La Linde;Senda La Linde;Senda;La;2;Unknown;-;-;;TRUE
Senda Central;Senda;Senda;;2;Unknown;-;-;;TRUE
Camino del Cementerio de La Cartuja;Cementerio La Cartuja;Cementerio;La;0;Unknown;-;-;;TRUE
Senda del Cortado;Senda del Cortado;Senda;del;2;Unknown;-;-;;TRUE
Senda Jelly;Senda Jelly;Senda;Jelly;2;Unknown;-;-;;TRUE
Senda de los Bunnys;Senda de los Bunnys;Senda;de;2;Unknown;-;-;;TRUE
Polígono Industrial San Valero;Polígono Industrial San Valero;Polígono;Industrial;-2;Unknown;-;-;;TRUE
Pasarela;Pasarela;Pasarela;;0;Unknown;-;-;;TRUE
antiguo cauce canal imperial;antiguo cauce canal imperial;antiguo;cauce;0;Unknown;-;-;;TRUE
Calle del Radio;Radio;Radio;;0;Unknown;-;-;;TRUE
Calle del Plomo;Plomo;Plomo;;0;Unknown;-;-;;TRUE
Calle del Carbono;Carbono;Carbono;;0;Unknown;-;-;;TRUE
Calle del Aluminio;Aluminio;Aluminio;;0;Unknown;-;-;;TRUE
Calle del Cloro;Cloro;Cloro;;0;Unknown;-;-;;TRUE
Calle del Cobre;Cobre;Cobre;;0;Unknown;-;-;;TRUE
Calle del Zinc;Zinc;Zinc;;0;Unknown;-;-;;TRUE
Calle del Sodio;Sodio;Sodio;;0;Unknown;-;-;;TRUE
Avenida José López Soriano;José López Soriano;José;López;-2;Male;-;-;;TRUE
Calle del Bromo;Bromo;Bromo;;0;Unknown;-;-;;TRUE
Calle del Magnesio;Magnesio;Magnesio;;0;Unknown;-;-;;TRUE
Calle del Mercurio;Mercurio;Mercurio;;0;Unknown;-;-;;TRUE
Calle del Platino;Platino;Platino;;0;Unknown;-;-;;TRUE
Avenida del Ozono;Ozono;Ozono;;0;Unknown;-;-;;TRUE
Calle del Neón;Neón;Neón;;0;Unknown;-;-;;TRUE
Calle del Silicio;Silicio;Silicio;;0;Unknown;-;-;;TRUE
Calle del Cobalto;Cobalto;Cobalto;;0;Unknown;-;-;;TRUE
Calle del Fósforo;Fósforo;Fósforo;;0;Unknown;-;-;;TRUE
Calle del Estaño;Estaño;Estaño;;0;Unknown;-;-;;TRUE
Calle del Litio;Litio;Litio;;0;Unknown;-;-;;TRUE
Calle de Juan de las Viñas;Juan Viñas;Juan;Viñas;-2;Male;-;-;;TRUE
Calle Barrio Torrecilla Valmadrid;Barrio Torrecilla Valmadrid;Barrio;Torrecilla;0;Unknown;-;-;;TRUE
Calle de José Ramírez;José Ramírez;José;Ramírez;-2;Male;-;-;;TRUE
Calle de Leonor de Aragón;Leonor de Aragón;Leonor;de;2;Female;-;-;https://es.wikipedia.org/wiki/Leonor_de_Arag%C3%B3n_(1182-1226);TRUE
Calle de Jerónimo Zaporta;Jerónimo Zaporta;Jerónimo;Zaporta;-2;Male;-;-;;TRUE
Calle Autonomía de Aragón;Autonomía Aragón;Autonomía;Aragón;0;Unknown;-;-;;TRUE
Calle Catorce de Septiembre;Catorce Septiembre;Catorce;Septiembre;0;Unknown;-;-;;TRUE
Calle de Alfonso Villapando;Alfonso Villapando;Alfonso;Villapando;-2;Male;-;-;;TRUE
Calle de la Virgen Blanca;VirgBlanca;VirgBlanca;;0;Female;-;-;https://es.wikipedia.org/wiki/Virgen_Blanca;TRUE
Calle Poligono Industrial La Cartuja Baja;Poligono Industrial La Cartuja Baja;Poligono;Industrial;0;Unknown;-;-;;TRUE
Andador Casimiro;Andador Casimiro;Andador;Casimiro;-2;Male;-;-;;TRUE
Calle de los Muros;Muros;Muros;;0;Unknown;-;-;;TRUE
Camino de la Huerta Honda;Huerta Honda;Huerta;Honda;0;Unknown;-;-;;TRUE
Calle de Salduba;Salduba;Salduba;;0;Unknown;-;-;;TRUE
Calle San Bruno;San Bruno;San;Bruno;-2;Male;-;-;;TRUE
Calle Remolinos;Remolinos;Remolinos;;0;Unknown;-;-;;TRUE
Calle San Roque (Cartuja Baja);San Roque (Cartuja Baja);San;Roque;-2;Male;-;-;;TRUE
Calle Sancho;Sancho;Sancho;;-2;Male;-;-;;TRUE
Calle Mosén Labordeta;Mosén Labordeta;Mosén;Labordeta;0;Male;-;-;;TRUE
Calle del Claustro;Claustro;Claustro;;0;Unknown;-;-;;TRUE
Calle del Cura;Cura;Cura;;0;Unknown;-;-;;TRUE
Calle Refectorio;Refectorio;Refectorio;;0;Unknown;-;-;;TRUE
Calle del Huerto;Huerto;Huerto;;0;Unknown;-;-;;TRUE
Calle Doctor Sancho;Doctor Sancho;Doctor;Sancho;-2;Male;-;-;;TRUE
Calle Antonio Gascón;Antonio Gascón;Antonio;Gascón;-2;Male;-;-;;TRUE
Calle de San Juan;San Juan;San;Juan;-2;Male;-;-;;TRUE
Plaza Tío Toni;Tío Toni;Tío;Toni;-2;Male;-;-;;TRUE
Camino del Murete;Murete;Murete;;0;Unknown;-;-;;TRUE
Calle de Nuestra Señora del Pilar;Nuestra Señora Pilar;Nuestra;Señora;2;Female;-;-;https://es.wikipedia.org/wiki/Virgen_del_Pilar;TRUE
Calle del Azufre;Azufre;Azufre;;0;Unknown;-;-;;TRUE
Calle Viborera;Viborera;Viborera;;0;Unknown;-;-;;TRUE
Calle Ontina;Ontina;Ontina;;0;Unknown;-;-;;TRUE
Calle Lentisco;Lentisco;Lentisco;;0;Unknown;-;-;;TRUE
Calle Acebo;Acebo;Acebo;;0;Unknown;-;-;;TRUE
Calle Romero;Romero;Romero;;-2;Male;-;-;;TRUE
Calle Enebro;Enebro;Enebro;;0;Unknown;-;-;;TRUE
Calle Retama;Retama;Retama;;0;Unknown;-;-;;TRUE
Calle Sisallo;Sisallo;Sisallo;;0;Unknown;-;-;;TRUE
Calle Esparto;Esparto;Esparto;;0;Unknown;-;-;;TRUE
Calle Efedra;Efedra;Efedra;;0;Unknown;-;-;;TRUE
Calle Salvia;Salvia;Salvia;;2;Female;-;-;;TRUE
Calle Ajedrea;Ajedrea;Ajedrea;;0;Unknown;-;-;;TRUE
Calle Borderea;Borderea;Borderea;;0;Unknown;-;-;;TRUE
Calle Albata;Albata;Albata;;0;Unknown;-;-;;TRUE
Calle Capitana;Capitana;Capitana;;0;Unknown;-;-;;TRUE
Calle Asnallo;Asnallo;Asnallo;;0;Unknown;-;-;;TRUE
Calle Albardin;Albardin;Albardin;;0;Unknown;-;-;;TRUE
Calle del Oxígeno;Oxígeno;Oxígeno;;0;Unknown;-;-;;TRUE
Calle del Cromo;Cromo;Cromo;;0;Unknown;-;-;;TRUE
Calle del Hierro;Hierro;Hierro;;0;Unknown;-;-;;TRUE
Calle del Niquel;Niquel;Niquel;;0;Unknown;-;-;;TRUE
Calle del Titanio;Titanio;Titanio;;0;Unknown;-;-;;TRUE
Calle del Boro;Boro;Boro;;0;Unknown;-;-;;TRUE
Calle del Hidrógeno;Hidrógeno;Hidrógeno;;0;Unknown;-;-;;TRUE
Calle del Nitrógeno;Nitrógeno;Nitrógeno;;0;Unknown;-;-;;TRUE
Camino Vertedero Euroresiduos;Vertedero Euroresiduos;Vertedero;Euroresiduos;0;Unknown;-;-;;TRUE
Matayernos;Matayernos;Matayernos;;0;Unknown;-;-;;TRUE
Calle Replaceta;Replaceta;Replaceta;;0;Unknown;-;-;;TRUE
Camino de la Plana;Plana;Plana;;0;Unknown;-;-;;TRUE
Camino Pozo de las Eras;Pozo Eras;Pozo;Eras;0;Unknown;-;-;;TRUE
Calle Barrio Alto;Barrio Alto;Barrio;Alto;0;Unknown;-;-;;TRUE
Calle de la Iglesia;Iglesia;Iglesia;;0;Unknown;-;-;;TRUE
Calle de San Marcos;San Marcos;San;Marcos;-2;Male;-;-;;TRUE
Calle de Zaragoza;Zaragoza;Zaragoza;;2;Unknown;-;-;;TRUE
Calle del Paradero;Paradero;Paradero;;0;Unknown;-;-;;TRUE
Calle de las Afueras;Afueras;Afueras;;0;Unknown;-;-;;TRUE
Calle de la Virgen de la Asunción;Virgla Asunción;Virgla;Asunción;2;Female;-;-;https://es.wikipedia.org/wiki/Asunci%C3%B3n_de_Mar%C3%ADa;TRUE
Calle La Balsa;La Balsa;La;Balsa;0;Unknown;-;-;;TRUE
Plaza de la Estación;Estación;Estación;;0;Unknown;-;-;;TRUE
Avenida de Aragón;Aragón;Aragón;;0;Unknown;-;-;;TRUE
Calle Sepultura del Gigante;Sepultura Gigante;Sepultura;Gigante;0;Unknown;-;-;;TRUE
Avenida Los Cañones de Zaragoza;Los Cañones Zaragoza;Los;Cañones;2;Unknown;-;-;;TRUE
Calle Puente del Reino;Puente Reino;Puente;Reino;0;Unknown;-;-;;TRUE
Avenida Patio de Los Naranjos;Patio Los Naranjos;Patio;Los;0;Unknown;-;-;;TRUE
Avenida Catedral de San Salvador;Catedral San Salvador;Catedral;San;-2;Unknown;-;-;;TRUE
Avenida Las Heroínas de los Sitios;Las Heroínas Sitios;Las;Heroínas;0;Female;-;-;;TRUE
Calle Palacio de Los Condes de Gomara;Palacio Los Condes de Gomara;Palacio;Los;0;Unknown;-;-;;TRUE
Calle Dehesa del Tomillo;Dehesa Tomillo;Dehesa;Tomillo;0;Unknown;-;-;;TRUE
Calle Arco de Medinacelli;Arco Medinacelli;Arco;Medinacelli;0;Unknown;-;-;;TRUE
Calle Castillo de Mequinenza;Castillo Mequinenza;Castillo;Mequinenza;2;Unknown;-;-;;TRUE
Calle El Miguelete;El Miguelete;El;Miguelete;0;Unknown;-;-;;TRUE
Calle Lonja de la Seda;Lonja Seda;Lonja;Seda;2;Unknown;-;-;;TRUE
Paseo Arqueros;Arqueros;Arqueros;;0;Unknown;-;-;;TRUE
Avenida del Cierzo;Cierzo;Cierzo;;0;Unknown;-;-;;TRUE
Calle Cresta de los Murciélagos;Cresta Murciélagos;Cresta;Murciélagos;0;Unknown;-;-;;TRUE
Calle La Leyenda de Zelda;La Leyenda Zelda;La;Leyenda;0;Unknown;-;-;;TRUE
Calle Tetris;Tetris;Tetris;;0;Unknown;-;-;;TRUE
Calle Invasores del Espacio;Invasores Espacio;Invasores;Espacio;0;Unknown;-;-;;TRUE
Avenida Super Mario Bros;Super Mario Bros;Super;Mario;-2;Unknown;-;-;;TRUE
Calle Gran Turismo;Gran Turismo;Gran;Turismo;0;Unknown;-;-;;TRUE
Calle Arkanoid;Arkanoid;Arkanoid;;0;Unknown;-;-;;TRUE
Calle Johann Sebastian Bach;Johann Sebastian Bach;Johann;Sebastian;-2;Male;-;-;;TRUE
Calle Joseph Haydn;Joseph Haydn;Joseph;Haydn;-2;Male;-;-;;TRUE
Calle de Tomaso Albinoni;Tomaso Albinoni;Tomaso;Albinoni;0;Male;-;-;;TRUE
Calle de Frederic Chopin;Frederic Chopin;Frederic;Chopin;-2;Male;-;-;;TRUE
Calle Antonio Vivaldi;Antonio Vivaldi;Antonio;Vivaldi;-2;Male;-;-;;TRUE
Calle Ludwig Van Beethoven;Ludwig Van Beethoven;Ludwig;Van;-2;Male;-;-;;TRUE
Calle Joaquín Rodrigo;Joaquín Rodrigo;Joaquín;Rodrigo;-2;Male;-;-;;TRUE
Calle Isaac Albéniz;Isaac Albéniz;Isaac;Albéniz;-2;Male;-;-;;TRUE
Calle Joaquín Turina;Joaquín Turina;Joaquín;Turina;-2;Male;-;-;;TRUE
Calle de Richard Wagner;Richard Wagner;Richard;Wagner;-2;Male;-;-;;TRUE
Calle de Johan Pachelbel;Johan Pachelbel;Johan;Pachelbel;-2;Male;-;-;;TRUE
Calle de Enrique Granados;Enrique Granados;Enrique;Granados;-2;Male;-;-;;TRUE
Calle Félix Mendelssohn;Félix Mendelssohn;Félix;Mendelssohn;-2;Male;-;-;;TRUE
Calle de George Friedrich Haendel;George Friedrich Haendel;George;Friedrich;-2;Male;-;-;;TRUE
Calle Franz Liszt;Franz Liszt;Franz;Liszt;-2;Male;-;-;;TRUE
Calle Edward Grieg;Edward Grieg;Edward;Grieg;-2;Male;-;-;;TRUE
Calle Bosque de la Trapa;Bosque Trapa;Bosque;Trapa;0;Unknown;-;-;;TRUE
Calle Cresta de las Espadas;Cresta Espadas;Cresta;Espadas;0;Unknown;-;-;;TRUE
Calle Refugio de Góriz;Refugio Góriz;Refugio;Góriz;2;Unknown;-;-;;TRUE
Calle Mesa de Los Tres Reyes;Mesa Los Tres Reyes;Mesa;Los;2;Unknown;-;-;;TRUE
Calle Rincón del Cielo;Rincón Cielo;Rincón;Cielo;2;Unknown;-;-;;TRUE
Calle Peine del Viento;Peine Viento;Peine;Viento;0;Unknown;-;-;;TRUE
Avenida Canal de Izas;Canal Izas;Canal;Izas;0;Unknown;-;-;;TRUE
Calle Luis Gracia Iberni;Luis Gracia Iberni;Luis;Gracia;-2;Male;-;-;;TRUE
Calle de la Mesta;Mesta;Mesta;;0;Unknown;-;-;;TRUE
Avenida El Torico;El Torico;El;Torico;0;Unknown;-;-;;TRUE
Calle La Casita del Labrador;La Casita Labrador;La;Casita;0;Unknown;-;-;;TRUE
Calle Dolmen de Tella;DolmTella;DolmTella;;0;Unknown;-;-;;TRUE
Calle Fuente Mágica;Fuente Mágica;Fuente;Mágica;0;Unknown;-;-;;TRUE
Calle Picos del Infierno;Picos Infierno;Picos;Infierno;0;Unknown;-;-;;TRUE
Calle Peña Telera;Peña Telera;Peña;Telera;0;Unknown;-;-;;TRUE
Calle Brecha de Rolando;Brecha Rolando;Brecha;Rolando;-2;Unknown;-;-;;TRUE
Calle Pico de Tempestades;Pico Tempestades;Pico;Tempestades;0;Unknown;-;-;;TRUE
Calle Faja de las Flores;Faja Flores;Faja;Flores;2;Unknown;-;-;;TRUE
Calle de Salomón y La Reina de Saba;Salomón y La Reina de Saba;Salomón;y;-2;Unknown;-;-;;TRUE
Calle Centauros del Desierto;Centauros Desierto;Centauros;Desierto;0;Unknown;-;-;;TRUE
Calle de Pascual Blanco;Pascual Blanco;Pascual;Blanco;-2;Male;-;-;;TRUE
Calle de Piotr Ilych Tchaikovsky;Piotr Ilych Tchaikovsky;Piotr;Ilych;-2;Male;-;-;;TRUE
Calle de Richard Strauss;Richard Strauss;Richard;Strauss;-2;Male;-;-;;TRUE
Calle Johannes Brahms;Johannes Brahms;Johannes;Brahms;-2;Male;-;-;;TRUE
Calle Antonin Dvorak;Antonin Dvorak;Antonin;Dvorak;-2;Male;-;-;;TRUE
Calle de Luis Gracia Iberni;Luis Gracia Iberni;Luis;Gracia;-2;Male;-;-;;TRUE
Calle del Ibón;Ibón;Ibón;;-2;Unknown;-;-;;TRUE
Calle Lince;Lince;Lince;;0;Unknown;-;-;;TRUE
Calle Aries;Aries;Aries;;0;Unknown;-;-;;TRUE
Glorieta Acuario;Glorieta Acuario;Glorieta;Acuario;0;Unknown;-;-;;TRUE
Calle Centauro;Centauro;Centauro;;0;Unknown;-;-;;TRUE
Calle de Boyero;Boyero;Boyero;;0;Unknown;-;-;;TRUE
Calle Tulipán;Tulipán;Tulipán;;0;Unknown;-;-;;TRUE
Calle Epilano;Epilano;Epilano;;0;Unknown;-;-;;TRUE
Calle Venus;Venus;Venus;;2;Unknown;-;-;;TRUE
Calle Saturno;Saturno;Saturno;;-2;Unknown;-;-;;TRUE
Calle Mercurio;Mercurio;Mercurio;;0;Unknown;-;-;;TRUE
Calle Martín Díez de Aux;Martín Díez Aux;Martín;Díez;-2;Male;-;-;;TRUE
Calle de Ermesinda de Aragón;Ermesinda de Aragón;Ermesinda;de;2;Female;-;-;https://es.wikipedia.org/wiki/Ermesenda_de_Carcasona;TRUE
Avenida de la Ilustración;Ilustración;Ilustración;;0;Unknown;-;-;;TRUE
Calle de Martín Díez de Aux;Martín Díez de Aux;Martín;Díez;-2;Male;-;-;;TRUE
Calle El Mago de Oz;El Mago Oz;El;Mago;0;Unknown;-;-;;TRUE
