calle;calleClean;name;surname;fiabilidad;gender;category;typeofroad;wikipedia
Rua Narciso Mendes;Narciso Mendes;Narciso;Mendes;-2;Male;-;-;
Rua Jacob de Rosso;Jacob de Rosso;Jacob;de;-2;Male;-;-;
Rua Luis Rebellato;Luis Rebellato;Luis;Rebellato;-2;Male;-;-;
Rua Waldemiro Nardino;Waldemiro Nardino;Waldemiro;Nardino;-2;Male;-;-;
Rua Coronel Rivadávia Pereira de Moraes;Coronel Rivadávia Pereira de Moraes;Coronel;Rivadávia;-2;Male;-;-;
Rua Leoncio Lopes Cortiano;Leoncio Lopes Cortiano;Leoncio;Lopes;-2;Male;-;-;
Rua Coronel José Luiz do Santos;Coronel José Luiz do Santos;Coronel;José;-2;Male;-;-;
Rua José Maria Pinheiro de Lima;José Maria Pinheiro de Lima;José;Maria;-2;Male;-;-;
Rua Maria da Luz Rocha Belão;Maria da Luz Rocha Belão;Maria;da;2;Female;-;-;
Rua Frederico Lampe;Frederico Lampe;Frederico;Lampe;-2;Male;-;-;
Rua José Brum;José Brum;José;Brum;-2;Male;-;-;
Rua Sebastião Rosa Lima;Sebastião Rosa Lima;Sebastião;Rosa;-2;Male;-;-;
Rua General Theodorico Gonçalves Guimarães;General Theodorico Gonçalves Guimarães;General;Theodorico;-2;Male;-;-;
Rua Gilmar José Carneiro;Gilmar José Carneiro;Gilmar;José;-2;Male;-;-;
Rua José Dal Negro;José Dal Negro;José;Dal;-2;Male;-;-;
Rua Desembargador João Antônio de Barros Júnior;Desembargador João Antônio de Barros Júnior;Desembargador;João;-2;Male;-;-;
Rua Doutor Leocádio Cisneiros Correa;Doutor Leocádio Cisneiros Correa;Doutor;Leocádio;-2;Male;-;-;
Rua Otaviano de Almeida Rosa;Otaviano de Almeida Rosa;Otaviano;de;-2;Male;-;-;
Rua Desembargador Estanislau Cardoso;Desembargador Estanislau Cardoso;Desembargador;Estanislau;-2;Male;-;-;
Rua Inácio José de Alvarenga Peixoto;Inácio José de Alvarenga Peixoto;Inácio;José;-2;Male;-;-;
Rua Professor Lauro Zak;Professor Lauro Zak;Professor;Lauro;-2;Male;-;-;
Rua José Marcassa;José Marcassa;José;Marcassa;-2;Male;-;-;
Rua Carmello Greca Júnior;Carmello Greca Júnior;Carmello;Greca;-2;Male;-;-;
Rua Pedro Moro Netto;Pedro Moro Netto;Pedro;Moro;-2;Male;-;-;
Rua José Campanelli;José Campanelli;José;Campanelli;-2;Male;-;-;
Rua Lino Derosso;Lino Derosso;Lino;Derosso;-2;Male;-;-;
Rua Professora Júlia Valery Legat Neal;Professora Júlia Valery Legat Neal;Professora;Júlia;2;Female;-;-;
Rua João Chaves;João Chaves;João;Chaves;-2;Male;-;-;
Rua Deputado Benedito Lúcio Machado;Deputado Benedito Lúcio Machado;Deputado;Benedito;-2;Male;-;-;
Rua João Nicoletti Daros;João Nicoletti Daros;João;Nicoletti;-2;Male;-;-;
Rua Expedicionário Ernesto Gonçalvez;Expedicionário Ernesto Gonçalvez;Expedicionário;Ernesto;-2;Male;-;-;
Rua Irismar Eufrásio de Siqueira;Irismar Eufrásio de Siqueira;Irismar;Eufrásio;2;Male;-;-;
Rua Moacir Potier;Moacir Potier;Moacir;Potier;-2;Male;-;-;
Rua Dullio Dias;Dullio Dias;Dullio;Dias;-2;Male;-;-;
Rua Paranacity;Paranacity;Paranacity;;0;Unknown;-;-;
Rua Santo Bozzi;Santo Bozzi;Santo;Bozzi;-2;Male;-;-;
Rua Raul de Azevedo Macedo;Raul de Azevedo Macedo;Raul;de;-2;Male;-;-;
Rua Madre Leopoldina de Santa Tereza;Madre Leopoldina de Santa Tereza;Madre;Leopoldina;2;Female;-;-;
Rua Sebastiana de Souza Roza;Sebastiana de Souza Roza;Sebastiana;de;2;Female;-;-;
Rua Professor Oscar Martins Gomes;Professor Oscar Martins Gomes;Professor;Oscar;-2;Male;-;-;
Rua Cornelius Pries;Cornelius Pries;Cornelius;Pries;-2;Male;-;-;
Rua Ribeirão do Pinhal;Ribeirão do Pinhal;Ribeirão;do;0;Unknown;-;-;
Rua Édson Antônio Ramos;Édson Antônio Ramos;Édson;Antônio;-2;Male;-;-;
Travessa Antenor Gomes Camargo;Antenor Gomes Camargo;Antenor;Gomes;-2;Male;-;-;
Rua Basílio Fuck;Basílio Fuck;Basílio;Fuck;-2;Male;-;-;
Rua Georgino Poli Ribeiro;Georgino Poli Ribeiro;Georgino;Poli;-2;Male;-;-;
Rua Catarina Goosen;Catarina Goosen;Catarina;Goosen;2;Female;-;-;
Rua Líbero Santana Nunes;Líbero Santana Nunes;Líbero;Santana;-2;Male;-;-;
Rua Dante Honório;Dante Honório;Dante;Honório;-2;Male;-;-;
Rua João Kasdorf;João Kasdorf;João;Kasdorf;-2;Male;-;-;
Rua Professor João Duck Filho;Professor João Duck Filho;Professor;João;-2;Male;-;-;
Rua Júlio Hoog;Júlio Hoog;Júlio;Hoog;-2;Male;-;-;
Rua Juarez Antônio Mattei;Juarez Antônio Mattei;Juarez;Antônio;-2;Male;-;-;
Rua Gerhard Heinrichs;Gerhard Heinrichs;Gerhard;Heinrichs;-2;Male;-;-;
Rua Onze de Agosto;Onze de Agosto;Onze;de;0;Unknown;-;-;
Rua João Barbosa de Almeida;João Barbosa de Almeida;João;Barbosa;-2;Male;-;-;
Rua Edna Walderez Bassetti Habith;Edna Walderez Bassetti Habith;Edna;Walderez;2;Female;-;-;
Rua Coronel Cypriano Gomes Silveira;Coronel Cypriano Gomes Silveira;Coronel;Cypriano;-2;Male;-;-;
Rua Tenente Antônio Pupo;Tenente Antônio Pupo;Tenente;Antônio;-2;Male;-;-;
Rua João Maria José de Farias;João Maria José de Farias;João;Maria;-2;Male;-;-;
Rua Luíz Carlos de Oliveira;Luíz Carlos de Oliveira;Luíz;Carlos;-2;Male;-;-;
Rua Ayrton Pizzato Gusi;Ayrton Pizzato Gusi;Ayrton;Pizzato;-2;Male;-;-;
Rua Abrão Jak Duck;Abrão Jak Duck;Abrão;Jak;-2;Male;-;-;
Rua Hedwirges Sophia Walesco;Hedwirges Sophia Walesco;Hedwirges;Sophia;2;Female;-;-;
Rua Francisca Ferreira Pontes;Francisca Ferreira Pontes;Francisca;Ferreira;2;Female;-;-;
Rua Isaac Krieger;Isaac Krieger;Isaac;Krieger;-2;Male;-;-;
Rua Augusto Schechlei;Augusto Schechlei;Augusto;Schechlei;-2;Male;-;-;
Rua Abrão Winter;Abrão Winter;Abrão;Winter;-2;Male;-;-;
Rua Vereador Aurelino Mader Gonçalves;Vereador Aurelino Mader Gonçalves;Vereador;Aurelino;-2;Male;-;-;
Rua Arthur Müller;Arthur Müller;Arthur;Müller;-2;Male;-;-;
Rua Francisco Cavalli da Costa;Francisco Cavalli da Costa;Francisco;Cavalli;-2;Male;-;-;
Rua Franz Kroeker;Franz Kroeker;Franz;Kroeker;-2;Male;-;-;
Rua Isaak Freisen;Isaak Freisen;Isaak;Freisen;-2;Male;-;-;
Rua Arnaldo Gusi;Arnaldo Gusi;Arnaldo;Gusi;-2;Male;-;-;
Rua Pastor Ismael Colucci;Pastor Ismael Colucci;Pastor;Ismael;-2;Male;-;-;
Rua Leonardo Bonato;Leonardo Bonato;Leonardo;Bonato;-2;Male;-;-;
Rua Hans João Rogalsky;Hans João Rogalsky;Hans;João;-2;Male;-;-;
Rua José Sens;José Sens;José;Sens;-2;Male;-;-;
Rua Roberto B. de Almeida;Roberto B. de Almeida;Roberto;B.;-2;Male;-;-;
Rua Izabel Gomes Posselt;Izabel Gomes Posselt;Izabel;Gomes;2;Female;-;-;
Rua Campina da Lagoa;Campina da Lagoa;Campina;da;-2;Unknown;-;-;
Rua Doutor Childerico Bevilaqua;Doutor Childerico Bevilaqua;Doutor;Childerico;0;Male;-;-;
Rua Olga Baptista Bevilaqua;Olga Baptista Bevilaqua;Olga;Baptista;2;Female;-;-;
Rua Bom Sucesso;Bom Sucesso;Bom;Sucesso;-2;Male;-;-;
Rua 14 de Julho;14 de Julho;14;de;-2;Male;-;-;
Rua São João de Brito;São João de Brito;São;João;-2;Male;-;-;
Rua Thiago Sudan Soares;Thiago Sudan Soares;Thiago;Sudan;-2;Male;-;-;
Rua Paulo Brum;Paulo Brum;Paulo;Brum;-2;Male;-;-;
Rua Cambira;Cambira;Cambira;;0;Unknown;-;-;
Rua Altônia;Altônia;Altônia;;0;Male;-;-;
Rua Barbosa Ferraz;Barbosa Ferraz;Barbosa;Ferraz;-2;Male;-;-;
Rua Elza Ribeiro;Elza Ribeiro;Elza;Ribeiro;2;Female;-;-;
Rua Boa Esperança;Boa Esperança;Boa;Esperança;2;Unknown;-;-;
Rua Bituruna;Bituruna;Bituruna;;0;Unknown;-;-;
Rua Osmario Machado;Osmario Machado;Osmario;Machado;-2;Male;-;-;
Rua Borrazópolis;Borrazópolis;Borrazópolis;;0;Unknown;-;-;
Rua Tufy Nass Cury;Tufy Nass Cury;Tufy;Nass;-2;Male;-;-;
Rua Antônio Kosovski;Antônio Kosovski;Antônio;Kosovski;-2;Male;-;-;
Rua Regina Schulman;Regina Schulman;Regina;Schulman;2;Female;-;-;
Rua Gabriel Corisco Domingues;Gabriel Corisco Domingues;Gabriel;Corisco;-2;Male;-;-;
Rua José Rennó Pereira Filho;José Rennó Pereira Filho;José;Rennó;-2;Male;-;-;
Rua Pedro Wobeto;Pedro Wobeto;Pedro;Wobeto;-2;Male;-;-;
Rua Acyr Boza;Acyr Boza;Acyr;Boza;-2;Male;-;-;
Rua Carlos Alberto de Druzina;Carlos Alberto de Druzina;Carlos;Alberto;-2;Male;-;-;
Rua Constantino Tedesco;Constantino Tedesco;Constantino;Tedesco;-2;Male;-;-;
Rua Joaquim Macan;Joaquim Macan;Joaquim;Macan;-2;Male;-;-;
Rua Professora Ernestina Alves de Almeida;Professora Ernestina Alves de Almeida;Professora;Ernestina;2;Female;-;-;
Rua Plácido Gonçalves;Plácido Gonçalves;Plácido;Gonçalves;-2;Male;-;-;
Rua Dulcilia Sequineli Pinheiro;Dulcilia Sequineli Pinheiro;Dulcilia;Sequineli;2;Female;-;-;
Rua Pastor David Koop;Pastor David Koop;Pastor;David;-2;Male;-;-;
Rua Peter Heinrichs;Peter Heinrichs;Peter;Heinrichs;-2;Male;-;-;
Rua Adalberto Ferruci Pereira;Adalberto Ferruci Pereira;Adalberto;Ferruci;-2;Male;-;-;
Rua Doutor Danilo Gomes;Doutor Danilo Gomes;Doutor;Danilo;-2;Male;-;-;
Rua Coronel José Leal Fontoura;Coronel José Leal Fontoura;Coronel;José;-2;Male;-;-;
Rua Jorge Wendler;Jorge Wendler;Jorge;Wendler;-2;Male;-;-;
Rua Osni Silveira;Osni Silveira;Osni;Silveira;-2;Male;-;-;
Rua Alcebiades Merlin;Alcebiades Merlin;Alcebiades;Merlin;-2;Male;-;-;
Rua Guilherme Niévola;Guilherme Niévola;Guilherme;Niévola;-2;Male;-;-;
Rua Lauro Tavares Rodrigues;Lauro Tavares Rodrigues;Lauro;Tavares;-2;Male;-;-;
Rua Cascavel;Cascavel;Cascavel;;0;Unknown;-;-;
Rua Doutor Domicio Costa;Doutor Domicio Costa;Doutor;Domicio;-2;Male;-;-;
Rua João Maria Carneiro;João Maria Carneiro;João;Maria;-2;Male;-;-;
Rua Clara Tedesco;Clara Tedesco;Clara;Tedesco;2;Female;-;-;
Rua Elizeu Faria;Elizeu Faria;Elizeu;Faria;-2;Male;-;-;
Rua Miguel José Grein;Miguel José Grein;Miguel;José;-2;Male;-;-;
Rua Ijuí;Ijuí;Ijuí;;0;Unknown;-;-;
Rua Inacio Martins;Inacio Martins;Inacio;Martins;-2;Male;-;-;
Rua Heinrich Lowen;Heinrich Lowen;Heinrich;Lowen;-2;Male;-;-;
Rua Arino Buchmann;Arino Buchmann;Arino;Buchmann;-2;Male;-;-;
Rua Leopoldo Kojarski;Leopoldo Kojarski;Leopoldo;Kojarski;-2;Male;-;-;
Rua Maria Luiza Curial dos Santos;Maria Luiza Curial dos Santos;Maria;Luiza;2;Female;-;-;
Rua Francisco Lourenço Johnscher;Francisco Lourenço Johnscher;Francisco;Lourenço;-2;Male;-;-;
Rua Paulo Arendarchuk;Paulo Arendarchuk;Paulo;Arendarchuk;-2;Male;-;-;
Rua Angelina Legat Pasini;Angelina Legat Pasini;Angelina;Legat;2;Female;-;-;
Rua Reverendo Augusto Paes de Ávila;Reverendo Augusto Paes de Ávila;Reverendo;Augusto;-2;Male;-;-;
Rua Erton Coelho Queiroz;Erton Coelho Queiroz;Erton;Coelho;-2;Male;-;-;
Rua Irineu Prevedello Tedesco;Irineu Prevedello Tedesco;Irineu;Prevedello;-2;Male;-;-;
Rua Januario Alves de Souza;Januario Alves de Souza;Januario;Alves;-2;Male;-;-;
Rua Emanuel Klingbeil;Emanuel Klingbeil;Emanuel;Klingbeil;-2;Male;-;-;
Rua Padre Estanislau Trzebiatowski;Padre Estanislau Trzebiatowski;Padre;Estanislau;-2;Male;-;-;
Rua Pedro Ramos de Oliveira;Pedro Ramos de Oliveira;Pedro;Ramos;-2;Male;-;-;
Rua Padre Simão Kalinowaski;Padre Simão Kalinowaski;Padre;Simão;-2;Male;-;-;
Rua Tenente Coronel Vilagran Cabrita;Tenente Coronel Vilagran Cabrita;Tenente;Coronel;0;Male;-;-;
Rua Doutor Heleno da Silveira;Doutor Heleno da Silveira;Doutor;Heleno;-2;Male;-;-;
Rua Arthur Manoel Iwersen;Arthur Manoel Iwersen;Arthur;Manoel;-2;Male;-;-;
Rua Professor Ary Nogueira dos Santos;Professor Ary Nogueira dos Santos;Professor;Ary;-2;Male;-;-;
Rua Denezar Andrade de Jesus;Denezar Andrade de Jesus;Denezar;Andrade;-2;Male;-;-;
Rua Doutor Arielly Soares da Silva;Doutor Arielly Soares da Silva;Doutor;Arielly;2;Male;-;-;
Rua Angelica Maria Taborda Santos;Angelica Maria Taborda Santos;Angelica;Maria;2;Female;-;-;
Rua João Eloy Cardoso;João Eloy Cardoso;João;Eloy;-2;Male;-;-;
Rua Azis Surugi;Azis Surugi;Azis;Surugi;-2;Male;-;-;
Rua Isabel Bakker;Isabel Bakker;Isabel;Bakker;2;Female;-;-;
Rua Antônio Coelho Santos;Antônio Coelho Santos;Antônio;Coelho;-2;Male;-;-;
Rua Henrique Martins Torres;Henrique Martins Torres;Henrique;Martins;-2;Male;-;-;
Rua Loanda;Loanda;Loanda;;2;Female;-;-;https://pt.wikipedia.org/wiki/Loanda
Rua Mariluz;Mariluz;Mariluz;;2;Female;-;-;https://pt.wikipedia.org/wiki/Mariluz
Rua Geraldo Warkentin;Geraldo Warkentin;Geraldo;Warkentin;-2;Male;-;-;
Rua Professora Maria do Carmo Figueiredo Silva;Professora Maria do Carmo Figueiredo Silva;Professora;Maria;2;Female;-;-;
Rua Estanislau Wildner;Estanislau Wildner;Estanislau;Wildner;-2;Male;-;-;
Rua Laranjeiras do Sul;Laranjeiras do Sul;Laranjeiras;do;0;Unknown;-;-;
Rua Marilândia do Sul;Marilândia do Sul;Marilândia;do;2;Unknown;-;-;
Rua Francisco Morilha;Francisco Morilha;Francisco;Morilha;-2;Male;-;-;
Rua Ireno Marchesini;Ireno Marchesini;Ireno;Marchesini;-2;Male;-;-;
Rua Paulo Augusto;Paulo Augusto;Paulo;Augusto;-2;Male;-;-;
Rua do Tratorista;do Tratorista;do;Tratorista;0;Male;-;-;
Rua Joaquim Cardoso da Silveira;Joaquim Cardoso da Silveira;Joaquim;Cardoso;-2;Male;-;-;
Rua do Operador;do Operador;do;Operador;0;Male;-;-;
Rua Yassuchi Mori;Yassuchi Mori;Yassuchi;Mori;0;Male;-;-;
Rua Doutor Laurindo Abelardo de Brito;Doutor Laurindo Abelardo de Brito;Doutor;Laurindo;-2;Male;-;-;
Rua Adão Picussa Netto;Adão Picussa Netto;Adão;Picussa;-2;Male;-;-;
Rua Elton Roberto de Moura Torres;Elton Roberto de Moura Torres;Elton;Roberto;-2;Male;-;-;
Rua Romeu Bach;Romeu Bach;Romeu;Bach;-2;Male;-;-;
Rua Joaquim de Freitas;Joaquim de Freitas;Joaquim;de;-2;Male;-;-;
Avenida Nossa Senhora da Paz;Nossa Senhora da Paz;Nossa;Senhora;2;Female;-;-;https://pt.wikipedia.org/wiki/Nossa_Senhora_da_Paz
Rua Sargento Antônio Putrique;Sargento Antônio Putrique;Sargento;Antônio;-2;Male;-;-;
Rua do Jardineiro;Rua do eiro;Rua;do;-2;Male;-;-;
Rua do Barnabé;do Barnabé;do;Barnabé;-2;Male;-;-;
Rua do Gari;do Gari;do;Gari;-2;Male;-;-;
Rua José Guecherski;José Guecherski;José;Guecherski;-2;Male;-;-;
Rua do Escriturário;do Escriturário;do;Escriturário;0;Male;-;-;
Rua Jataizinho;Jataizinho;Jataizinho;;0;Male;-;-;
Rua 5 de Maio;5 de Maio;5;de;-2;Unknown;-;-;
Rua Cidade de Piên;Cidade de Piên;Cidade;de;0;Unknown;-;-;
Rua Arcisio da Cunha Niclewicz;Arcisio da Cunha Niclewicz;Arcisio;da;-2;Male;-;-;
Rua Celina Terezinha Canha;Celina Terezinha Canha;Celina;Terezinha;2;Female;-;-;
Rua Capitão Roberto Lopes Quintas;Capitão Roberto Lopes Quintas;Capitão;Roberto;-2;Male;-;-;
Rua Guilhermina Carmen Serra;Guilhermina Carmen Serra;Guilhermina;Carmen;2;Female;-;-;
Rua Cecília Aguiale Pinto;Cecília Aguiale Pinto;Cecília;Aguiale;2;Female;-;-;
Rua Tenente Coronel Deocleceano G. Miranda;Tenente Coronel Deocleceano G. Miranda;Tenente;Coronel;2;Male;-;-;
Rua Guairaçá;Guairaçá;Guairaçá;;0;Unknown;-;-;
Rua Ibiporã;Ibiporã;Ibiporã;;0;Unknown;-;-;
Rua Cidade de Figueira;Cidade de Figueira;Cidade;de;0;Unknown;-;-;
Rua Nelson José Lauthart;Nelson José Lauthart;Nelson;José;-2;Male;-;-;
Rua Coronel Joaquim M. de Carvalho;Coronel Joaquim M. de Carvalho;Coronel;Joaquim;-2;Male;-;-;
Rua Doutor Benedicto Siqueira Branco;Doutor Benedicto Siqueira Branco;Doutor;Benedicto;-2;Male;-;-;
Rua Satyrio Ferreira da Costa;Satyrio Ferreira da Costa;Satyrio;Ferreira;-2;Male;-;-;
Rua Luiz Carlos Canesso;Luiz Carlos Canesso;Luiz;Carlos;-2;Male;-;-;
Rua Eduardo Victor Piechnik;Eduardo Victor Piechnik;Eduardo;Victor;-2;Male;-;-;
Rua Quitandinha;Quitandinha;Quitandinha;;0;Unknown;-;-;
Rua Mandirituba;Mandirituba;Mandirituba;;0;Unknown;-;-;
Rua Tijucas do Sul;Tijucas do Sul;Tijucas;do;0;Unknown;-;-;
Rua Guaçuí;Guaçuí;Guaçuí;;0;Unknown;-;-;
Rua Rancho Alegre;Rancho Alegre;Rancho;Alegre;0;Unknown;-;-;
Rua José Prussak;José Prussak;José;Prussak;-2;Male;-;-;
Rua Agudos do Sul;Agudos do Sul;Agudos;do;0;Unknown;-;-;
Rua Engenheiro Waldemar Schinzel;Engenheiro Waldemar Schinzel;Engenheiro;Waldemar;-2;Male;-;-;
Rua São José dos Pinhais;São José dos Pinhais;São;José;-2;Male;-;-;
Rua Realeza;Rua eza;Rua;eza;-2;Unknown;-;-;
Rua Lourival João Hauer;Lourival João Hauer;Lourival;João;-2;Male;-;-;
Rua Professor Raul Rodrigues Gomes;Professor Raul Rodrigues Gomes;Professor;Raul;-2;Male;-;-;
Avenida Francisco Ferreira da Cruz;Francisco Ferreira da Cruz;Francisco;Ferreira;-2;Male;-;-;
Rua Nicola Pelanda;Nicola Pelanda;Nicola;Pelanda;2;Female;-;-;
Rua Ewaldo Nickel;Ewaldo Nickel;Ewaldo;Nickel;-2;Male;-;-;
Rua Graciette Salmon;Graciette Salmon;Graciette;Salmon;2;Female;-;-;https://pt.wikipedia.org/wiki/Graciette_Salmon
Rua Victor Meireles;Victor Meireles;Victor;Meireles;-2;Male;-;-;
Rua Antônio Simões Cardos;Antônio Simões Cardos;Antônio;Simões;-2;Male;-;-;
Rua Adelaide Mattana Villa;Rua Adelaide Mattana;Rua;Adelaide;-2;Female;-;-;
Rua Tenente Antônio Miranda Marquês;Tenente Antônio Miranda Marquês;Tenente;Antônio;-2;Male;-;-;
Rua Waldemar Pereira da Silva;Waldemar Pereira da Silva;Waldemar;Pereira;-2;Male;-;-;
Rua Antônio Andriguetto;Antônio Andriguetto;Antônio;Andriguetto;-2;Male;-;-;
Rua Natalina Cordeiro;Natalina Cordeiro;Natalina;Cordeiro;2;Female;-;-;
Rua Américo Firmino de Toledo;Américo Firmino de Toledo;Américo;Firmino;-2;Male;-;-;
Rua América da Costa Sabóia;América da Costa Sabóia;América;da;2;Female;-;-;
Rua Raul Menssig;Raul Menssig;Raul;Menssig;-2;Male;-;-;
Rua Nicanor Acyr Milano;Nicanor Acyr Milano;Nicanor;Acyr;-2;Male;-;-;
Rua Pedro Pacheco;Pedro Pacheco;Pedro;Pacheco;-2;Male;-;-;
Rua Luíza Gasola Santi;Luíza Gasola Santi;Luíza;Gasola;2;Female;-;-;
Rua Jacob Brandalise;Jacob Brandalise;Jacob;Brandalise;-2;Male;-;-;
Rua Mendes Gonçalves;Mendes Gonçalves;Mendes;Gonçalves;-2;Male;-;-;
Rua José Fernandes Alves;José Fernandes Alves;José;Fernandes;-2;Male;-;-;
Rua Pedro Saturnino;Pedro Saturnino;Pedro;Saturnino;-2;Male;-;-;
Rua Thales Saldanha;Thales Saldanha;Thales;Saldanha;-2;Male;-;-;
Rua José Luciano de Pauli;José Luciano de Pauli;José;Luciano;-2;Male;-;-;
Rua Swami Vivekananda;Swami Vivekananda;Swami;Vivekananda;-2;Male;-;-;
Rua Felício Zibarth;Felício Zibarth;Felício;Zibarth;-2;Male;-;-;
Rua José Zap;José Zap;José;Zap;-2;Male;-;-;
Rua Santo Aníbal Maria Di Francia;Santo Aníbal Maria Di Francia;Santo;Aníbal;-2;Male;-;-;
Rua Pedro Aloys Scherer;Pedro Aloys Scherer;Pedro;Aloys;-2;Male;-;-;
Rua Arthur Nepomuceno;Arthur Nepomuceno;Arthur;Nepomuceno;-2;Male;-;-;
Rua Ivan Chiamulera;Ivan Chiamulera;Ivan;Chiamulera;-2;Male;-;-;
Rua Monalisa Stefani;Monalisa Stefani;Monalisa;Stefani;2;Female;-;-;
Rua José de Oliveira Castilho;José de Oliveira Castilho;José;de;-2;Male;-;-;
Rua Francisco de Paula Gonzaga;Francisco de Paula Gonzaga;Francisco;de;-2;Male;-;-;
Rua Dino Brassac;Dino Brassac;Dino;Brassac;-2;Male;-;-;
Rua Sofia Bora;Sofia Bora;Sofia;Bora;2;Female;-;-;
Rua Tanimatsu Hamasaki;Tanimatsu Hamasaki;Tanimatsu;Hamasaki;0;Male;-;-;
Rua Laércio Nakashima;Laércio Nakashima;Laércio;Nakashima;-2;Male;-;-;
Rua Emílio Behling Filho;Emílio Behling Filho;Emílio;Behling;-2;Male;-;-;
Rua Mário Marcondes Lobo;Mário Marcondes Lobo;Mário;Marcondes;-2;Male;-;-;
Rua Wenceslau Vieira;Wenceslau Vieira;Wenceslau;Vieira;-2;Male;-;-;
Rua Manoela Stier Reiss;Manoela Stier Reiss;Manoela;Stier;2;Female;-;-;
Rua Irmã Maria Pinheiro Araújo;Irmã Maria Pinheiro Araújo;Irmã;Maria;2;Female;-;-;
Rua Maria Silka Couston;Maria Silka Couston;Maria;Silka;2;Female;-;-;
Rua Max Schubert;Max Schubert;Max;Schubert;-2;Male;-;-;
Rua Curt Roters;Curt Roters;Curt;Roters;-2;Male;-;-;
Rua Mariópolis;Mariópolis;Mariópolis;;0;Unknown;-;-;
Rua Itapejara do Oeste;Itapejara do Oeste;Itapejara;do;0;Unknown;-;-;
Rua Niwaldo Alberto Barão;Niwaldo Alberto Barão;Niwaldo;Alberto;-2;Male;-;-;
Rua Vereador Yrlan Cavet;Vereador Yrlan Cavet;Vereador;Yrlan;-2;Male;-;-;
Rua Adélia Alves Betenheuser;Adélia Alves Betenheuser;Adélia;Alves;2;Female;-;-;
Rua Everaldo Backheuser;Everaldo Backheuser;Everaldo;Backheuser;-2;Male;-;-;
Rua Matelândia;Matelândia;Matelândia;;0;Unknown;-;-;
Rua Nilson Trinkel;Nilson Trinkel;Nilson;Trinkel;-2;Male;-;-;
Rua Caio Graccho Krueger;Caio Graccho Krueger;Caio;Graccho;-2;Male;-;-;
Rua Miraselva;Miraselva;Miraselva;;2;Unknown;-;-;
Rua Jorge Brey;Jorge Brey;Jorge;Brey;-2;Male;-;-;
Rua Júlio Zandoná;Júlio Zandoná;Júlio;Zandoná;-2;Male;-;-;
Rua Matinhos;Matinhos;Matinhos;;0;Unknown;-;-;
Rua Vicente Costa;Vicente Costa;Vicente;Costa;-2;Male;-;-;
Rua Santina Peretti de Castro;Santina Peretti de Castro;Santina;Peretti;2;Female;-;-;
Rua Professora Edmeé Neal Algouver;Professora Edmeé Neal Algouver;Professora;Edmeé;2;Female;-;-;
Rua Francisco Zem;Francisco Zem;Francisco;Zem;-2;Male;-;-;
Rua São Francisco de Sales;São Francisco de Sales;São;Francisco;-2;Male;-;-;
Rua Wilson Dacheux Pereira;Wilson Dacheux Pereira;Wilson;Dacheux;-2;Male;-;-;
Rua Paraíiso do Norte;Paraíiso do Norte;Paraíiso;do;0;Unknown;-;-;
Rua Vereador Antônio Giacomassi;Vereador Antônio Giacomassi;Vereador;Antônio;-2;Male;-;-;
Rua Tapejara;Tapejara;Tapejara;;0;Unknown;-;-;
Rua Reserva;Reserva;Reserva;;0;Unknown;-;-;
Rua Nair Ferraz Cazellato;Nair Ferraz Cazellato;Nair;Ferraz;2;Female;-;-;
Rua Durval Alves Moco;Durval Alves Moco;Durval;Alves;-2;Male;-;-;
Rua João Martins da Silva Filho;João Martins da Silva Filho;João;Martins;-2;Male;-;-;
Rua Antônio Coltro;Antônio Coltro;Antônio;Coltro;-2;Male;-;-;
Rua Palotina;Palotina;Palotina;;0;Unknown;-;-;
Rua Homero Alves da Silva;Homero Alves da Silva;Homero;Alves;-2;Male;-;-;
Rua Seiro Nakamura;Seiro Nakamura;Seiro;Nakamura;0;Unknown;-;-;
Rua Pedro Miquelissa;Pedro Miquelissa;Pedro;Miquelissa;-2;Male;-;-;
Rua Ézio Zanello;Ézio Zanello;Ézio;Zanello;-2;Male;-;-;
Rua Agenor Saturnino Ribeiro;Agenor Saturnino Ribeiro;Agenor;Saturnino;-2;Male;-;-;
Rua Itaúna do Sul;Itaúna do Sul;Itaúna;do;0;Unknown;-;-;
Rua Cícero Francisco dos Anjos;Cícero Francisco dos Anjos;Cícero;Francisco;-2;Male;-;-;
Rua Luíz Carlos Muggiati;Luíz Carlos Muggiati;Luíz;Carlos;-2;Male;-;-;
Rua José Kefta;José Kefta;José;Kefta;-2;Male;-;-;
Rua Izac Moysés Kviatek;Izac Moysés Kviatek;Izac;Moysés;-2;Male;-;-;
Rua Eduardo Kirylla;Eduardo Kirylla;Eduardo;Kirylla;-2;Male;-;-;
Conjunto Açucena Rua A;Conjunto Açucena  A;Conjunto;Açucena;2;Female;-;-;
Rua Lázaro Borssato;Lázaro Borssato;Lázaro;Borssato;-2;Male;-;-;
Rua Pedro Sebastião Medeiros;Pedro Sebastião Medeiros;Pedro;Sebastião;-2;Male;-;-;
Rua Jaboti;Jaboti;Jaboti;;0;Unknown;-;-;
Rua Ulisses Gerado Moro;Ulisses Gerado Moro;Ulisses;Gerado;-2;Male;-;-;
Rua Veriano Pereira;Veriano Pereira;Veriano;Pereira;-2;Male;-;-;
Rua Albino Frederico Foerster;Albino Frederico Foerster;Albino;Frederico;-2;Male;-;-;
Rua Jerusalém;Jerusalém;Jerusalém;;-2;Unknown;-;-;
